genes
NPTXR
ZNF263
PBDC1
ZMPSTE24
FBXO28
NPRL2
NME6
FAR2
CBFA2T2
SYT13
PRMT7
MARK3
TCEAL3
NPRL3
PCNXL4
CUL2
KIF5B
TMEM150A
RP11-378I6.1
ZNF700
RP11-83A24.2
CWC25
PANK4
ZNF227
SMPD4
STRN4
TPP2
ASB13
TMEM9B
POLR3GL
SMG6
AP1M1
RBM5
TTC32
SLC27A3
YIF1B
RB1CC1
SLC38A2
CDC16
ARHGEF26
SNRPN
DEDD
XAB2
ARID2
ARHGAP35
MBOAT7
LPPR3
LOH12CR1
TRAPPC2P1
TRIAP1
NTNG1
PCSK7
NRDE2
LETMD1
TTC37
DCTN2
OCIAD1
USP13
SUV420H1
GOSR1
UBAP2
UBE4A
RP11-524C21.2
TBC1D14
BBS9
KIAA0355
MED6
APOPT1
KIAA0907
ERGIC1
STX18
UPF3A
TPD52L2
CCDC71
NIPAL3
PRKAB1
TMEM134
MED8
RP1-90J20.12
RBFOX3
HS3ST5
OSBPL5
ATXN1
PLEKHA1
SYP
ALKBH5
TSHZ2
DPF1
ILF3-AS1
MIR181A1HG
VPS26B
GCC2
TYW5
TRIM23
POLK
ESF1
TSTD1
GPR153
CREBRF
SNTG1
PHF20
EXT2
ARHGAP1
RAB3C
TPRA1
TMED7
ATP13A2
UNC5D
HSF2
PRRC2A
KCND2
CHMP7
KLHL36
UBAP1
TIMM9
NRSN2
MED16
FRG1B
MSL1
TM2D2
RP11-385D13.3
TRIM11
GSE1
LMO3
PLEKHA5
XPOT
GON4L
STK16
ABTB2
KCTD13
FCHO1
ILVBL
CCP110
BIRC6
TOPORS
ZNF143
TNFRSF25
GNAI2
UBE2J2
ADAM10
HOMER1
ADORA1
NDRG2
SENP7
C11orf30
TUBGCP4
PIAS2
LRP1
SLC8A2
DEXI
DCP1A
NKIRAS1
GUCY1A2
RAB5A
WDR73
ASNS
DMD
WIPI1
ZNF891
RP6-65G23.3
MGEA5
GMEB1
TBL3
FTX
ADAR
TCEAL6
SCAP
DNAJC30
STARD10
TPST1
CTSF
VPS16
GRK5
PARP11
KIAA1429
INPP4A
SUMF2
PRKRIP1
KLF4
ANKLE2
GPRC5B
PAFAH1B1
CTNNA1
ZNF821
METTL17
NIPBL
LPAR2
MUM1
ZNF830
LCMT2
NXPE3
SEC22A
ZNF451
RBM7
YPEL1
GNPNAT1
PRRC1
NECAP1
FLOT1
CLIP3
NHLRC3
TMEM198
CEP78
ZNF276
ABCG1
PLA2G12A
FBXO8
SPOP
GPHN
GSTA4
CDC42SE2
TBC1D19
CYFIP1
RNF121
FAM53B
WDR44
PHF21B
LARP6
IL17RD
RBFA
ATP6V1C1
CYB5D2
HGS
LINC00966
RP11-195F19.5
ZBTB17
FAM161B
UVRAG
NOC2L
SEL1L3
OSBP2
MAD2L1BP
KIF21B
REM2
GALNT11
HERC4
VPS11
C17orf49
RP4-791M13.3
MED29
BSDC1
RBM15B
PDE7A
ARSG
POLR2M
PPP2R2D
DCTN4
KCNG1
NAT16
RABGGTA
USP4
NACA2
MPHOSPH10
NKIRAS2
BRF2
TMEM44
SPNS1
CAMK2D
AP006222.2
HIF1AN
CACNB3
GDE1
PSMD5
SEMA4A
CERS4
LINC00909
CNOT6L
BTBD9
SUPV3L1
SLC25A38
KHDC1
EHMT2
SRRM3
MYB
RNF166
NDUFV1
RNASET2
FAM217B
TMEM177
PCMTD2
ANKRD54
MKRN2
LNPEP
DZIP3
PRDM2
STAM
RHOT1
COBL
RAC1
GLCE
SCMH1
RHOV
RP11-397A16.2
RNF19A
ERLIN2
DPYSL5
WAC-AS1
FBXW11
C3orf62
TMEM200A
EYA3
CHMP1A
ZNF32
LIMA1
MOB4
ZNF354A
TMEM25
ZNF775
MTHFS
HELZ
RALYL
THSD7A
SLC41A3
RBM12B
PTPN1
MEN1
KLHL22
MTMR7
IFI27L2
SAYSD1
REXO4
G2E3
HIST1H2AK
HKR1
BBS7
ATP6V1G2
PCYOX1
PYGB
PRPH
RP11-708J19.1
PACS1
DKK3
ZNF618
ISG20L2
NRXN3
RELA
GAPVD1
SEC63
TRAPPC12
TMEM30A
ZBTB25
FUT8
ARHGEF3
ZNF579
XIAP
TNFAIP1
MIEF1
CLIP2
KCNIP1
SLC2A6
GABRG2
NMT1
BEND4
RNPC3
HYLS1
CHGA
GTPBP3
MAST1
TAZ
CTTN
CDK3
AKAP17A
ZC3H11A
GMFB
FEM1B
CGGBP1
CDH4
ZNF284
DHPS
RIMBP2
RNF4
KIF2A
MUS81
STC1
AC109135.1
ATP13A1
XRN1
FBXO9
TEX261
SNUPN
FJX1
NAGK
LEMD3
DNAL1
SYNC
ZNF331
TGOLN2
MTMR4
RBM26
POLR3C
AGK
RNF139
ABI1
TOM1L2
CA14
CAND1
ZNF606
TMEM106B
BOD1L1
HNRNPUL2
LRRC8B
KLHL12
KCNQ3
DENND5B
ZNF462
EPS8L1
IP6K1
YIPF1
MLF1
ST8SIA5
WDR70
OAZ2
GIPC1
TMOD2
CCDC107
CAPN10
WHSC1L1
TM2D1
GABARAPL1
NEMF
CEP44
UBE2H
CDC40
RTN3
LARP1
ALDH3A2
SFT2D1
N4BP2L1
THAP1
TPT1-AS1
SEPT6
LYSMD3
CBX6
FAM188A
SNX11
ZRANB1
PRKACB
ZNF71
UBE2B
CLN3.1
BANP
ZNF200
CCSER2
ZNF512
CATSPERG
BCAP31
TBC1D9B
MGAT2
LGALS3BP
NAA30
METTL6
PCNX
KIF1B
AP1G1
RLF
MMP15
SPATA7
C19orf12
PUS7L
INTS12
GALT
NELL1
SEC23IP
R3HDM2
SNORD3A
AP4M1
ZNF559
RPP21
ZBED4
SIN3A
AKT2
P4HTM
ATG12
UBR5
SKAP2
PHC1
TIMP2
ANKRD50
ZNF180
SMARCD1
ILK
GRHL1
SCYL2
SEPHS2
HDX
SCNM1
AP2A2
TAF1
SMARCA2
PDE1B
RHOT2
C6orf62
SLC22A23
GLI4
SLC25A17
STARD9
AGL
HID1
PAPSS1
LPIN2
TMEM115
TMEM136
GTF2F1
SLC25A22
SGSM3
GPR137C
SLC35A3
AZI1
C7orf26
TNIK
ZNF844
CDRT4
DR1
DDX10
VASH1
R3HCC1
ZNF786
GRIP1
CDKL3
RASA3
DGKZ
PDCD2L
WLS
TBC1D30
DAPK3
C9orf72
RBM33
LRIF1
FAM174A
TFCP2
HMOX2
PIGQ
CCDC132
RASA4
TRPC4AP
BAIAP2
ZNF212
AMD1
AKIP1
FAM208B
RBM34
SLC38A7
GOLGA5
HIST2H2AA3
DNAJC6
DDRGK1
CXorf40B
CCDC28A
CLTC
HMG20A
PLXNC1
SPTY2D1
TTBK2
IGBP1
DCBLD1
TNKS
RDH5
SREK1IP1
SBNO1
MIER2
PIK3CD
COIL
CSTF1
VHL
PCDHA9
TMX4
PSMF1
PXK
PCM1
TTL
CCDC28B
LL22NC03-2H8.5
PGBD5
RRAGA
PPAPDC1B
MRI1
MEGF9
PIP5K1A
HS6ST1
ZNF37A
FAM175B
SEMA4F
HIST1H2BD
ZNF793
ZNF518B
IKBKG
NDUFA5
ABI2
TOP3B
ZNF510
NFAT5
RALB
ZBTB43
KTI12
MAGEH1
HDHD3
PPM1K
PRPF3
C2orf49
FAM50B
SMEK2
PDIK1L
DDHD2
CAPN1
SMYD2
RAB33B
THY1
MAGEE1
C5orf55
BLOC1S6
AGPAT1
AP001816.1
EFNA2
ABCA1
LPP
ASAH1
NHSL1
ZNF181
ING4
FGD6
KAT5
GOLPH3L
PNPLA8
MEX3A
AC004158.3
PRKAR1B
MED18
PEX1
SIRT7
ZNF589
BMI1
WDFY3
TTC21A
ZNF781
HACL1
CTH
CHCHD6
ATP6AP1L
INTS4
RRAGC
VOPP1
C1orf27
FBXL17
ZNF197
ECD
CERK
RCBTB2
C11orf24
PCDHA4
FAM200A
PIAS4
DNM1
AFF4
UNKL
KSR1
PPP3CC
TRIM69
GRB2
CLVS1
TBPL1
SAMD8
DCP2
FBXO45
LPPR5
POU4F1
FAM63B
HINT3
C12orf44
PQLC1
PIP4K2A
GRPEL2
DNAJB2
ANKRA2
DDX6
LMO4
UTP6
ZNF829
ZBTB1
BRD8
SECISBP2
C12orf43
AL592183.1
NDRG3
RP11-473I1.5
FAM214B
PELO
SPATS2L
CTDNEP1
BOLA3-AS1
TM9SF4
PXDC1
BRAF
BTN2A1
AZIN1
FOXN3
GUK1
ZNF696
RNF2
FAM229B
UBE2W
LRP5
FASTKD5
RNF26
GALE
PTCHD3P1
NRBP2
FEM1A
PICALM
TTC27
PITHD1
SPIDR
STOX2
TNKS2
FAM63A
ZNF395
KIAA1598
NBL1
MTX2
LPHN1
PAPD4
GPR75-ASB3
AP5Z1
FANCF
MAP2K4
SLAIN2
LATS1
MTMR14
DUSP11
SPTLC2
TMEM181
ZDHHC3
C7orf60
SLC45A1
C10orf10
BPTF
KDM5B
CLK1
REPS1
MESDC1
GRB10
TIMM22
POMGNT1
FAHD1
RAD54L2
CSMD2
PAN3
SPEN
ROCK2
RNMTL1
TMEM192
SCG2
UBN1
LPCAT1
RP11-395G23.3
GOLGA6L20
MUT
GUCA1A
MORN4
DNAH10OS
MMP16
HMGXB3
KIAA0895L
PRPSAP2
ADAM9
COG4
NDRG4
WDR20
NQO2
CCND3
PTPRF
LYG2
WDR92
AL591479.1
SLC1A2
FBXO38
PCIF1
MICAL3
ANKRD46
FLRT1
FBXL3
AC004951.6
C10orf35
ZNF629
AP006621.5
SLC4A3
METTL22
MAGED1
QSOX1
CCDC142
CARF
IBTK
RUNDC1
TTC9B
USP42
VPS9D1
RAB27A
RNF220
ZNF135
C11orf57
PCYT1A
PIGS
MPP3
RP11-436K8.1
B4GALNT4
SNRNP35
KIAA0930
USP10
RICTOR
GORAB
ALG1
ZNF44
MCM3AP
PDRG1
INTU
CAMK1D
SLC37A3
LYSMD1
SETBP1
NGRN
POC5
NCAN
C19orf68
ZFP64
CACTIN
CRY2
WIPF2
TMCO6
SHISA9
ZNF506
IRF2BP2
ANKFY1
CRAT
ZBTB38
MED23
KBTBD2
CERS1
MON1A
CXorf57
ZFAND1
RBM4
SOD1
ATXN3
KLF12
SLC25A14
FAM171B
TBC1D17
GOPC
PTPRN2
GABBR1
ZNF226
PEX3
EID2B
ZNF566
ARL6IP5
NUDT12
RP11-119F19.2
FAM168A
TMEM87A
OTUB2
FOXJ3
SLC35G2
HCCAT3
ZNF774
MAP2
SMAP2
MFN1
ZNF83
RIMS1
LANCL1
C1orf56
BTBD10
UBE4B
CHRNB2
HOOK3
TAF7
PLCXD3
SCAMP4
CCDC97
DPP8
NAPRT1
FKBP11
KRBOX4
NUDT16
XRRA1
CAMKMT
SEPT5
SLC35A5
DYNC2H1
PI4KA
CCSAP
MSTO1
MARK4
WDR25
TCHH
RP5-935K16.1
TGIF1
PAAF1
C5orf28
FBXO42
MEF2A
FAM110A
ZSCAN12
PPM1B
FGF13
RPUSD3
KDM5C
PEX5
RAB11A
ZSCAN9
HDAC8
NCOA4
PEX7
CAPZA2
MAPK6
RCOR3
VPS8
WDR90
USP12
MBD1
HECTD2
GPR89A
PPP2R1A
CSK
SEC61A2
NUDT14
BRD9
PDCD4
FMN2
CCDC106
INO80D
EAPP
DNAJC17
SDCBP
PTPRO
PYROXD2
SLC25A27
TGFBRAP1
C2orf68
BCOR
ATP9B
TRAF3IP1
RBM15
USP21
ARGLU1
LRP8
DLG4
SLC25A25
PSD
WIPI2
ARHGAP12
TRAF3IP2
TRIM3
KLF11
AC068620.1
ST6GALNAC3
DCHS1
COQ6
PMEPA1
RPS6KA3
LTBP3
DACH2
EMC7
TACC1
FAN1
NTRK3
ANKRD13B
LRWD1
PCDHA12
UPF2
NDUFA4L2
NLRP1
NBAS
NAT14
SOWAHC
ATP6AP2
RNF111
FNBP1
SYNE1
AGTPBP1
CEP290
NEU1
AK9
KCNMB4
EDRF1
NOL4
C6orf120
UBALD1
BMP2K
PLK1
OLFM2
TMEM50A
KITLG
ARFGAP2
RP11-354P11.3
GTF3C4
FNTA
GSR
MTSS1L
WDSUB1
KIF1A
TNFRSF1A
TSTD2
RASA2
GPR155
ZNF394
DGKD
RP5-1180E21.5
ALKBH4
PRKD2
HACE1
TEN1
DOK6
KIAA1109
RASSF2
ASTN1
PTPRS
DAAM1
CANT1
FYN
EPN1
CHFR
ST7
BTBD8
PIGG
ZNF622
ZCWPW1
IRGQ
RP11-25K19.1
FRRS1L
TUBGCP6
AC005523.2
PLEKHF2
BROX
GS1-124K5.4
VLDLR
GOLGA2
USP36
FAM189B
TMEM17
APBA2
CAMK2G
FAM173B
TBC1D25
NT5C2
HSD17B11
PAPOLA
ZNF501
KCNA5
DNAJC18
AC018470.4
TFIP11
TRIOBP
UBA6
PREP
NUS1
PTCD1
EHBP1L1
FAHD2B
TNPO1
ACTR3B
RNF169
DMWD
USP38
GPATCH3
ATP8A2
VPS37C
CNOT2
LNP1
UHRF1BP1
KATNAL1
SMIM14
LINC00865
ZNF250
PIK3R2
RGS12
NTN4
LRIG2
PKN1
PPP1R12A
EXOC2
MKNK2
YPEL2
ZNF337
STOML1
MAP3K4
PLAGL2
MLLT4
UBR1
RRNAD1
ZNF439
RAB3GAP2
RAP2A
AP4E1
B3GAT2
DLGAP4
INPP5E
ITCH
CEP70
ORMDL3
HERPUD2
ZNF528
ZBTB11
ANGEL1
ZC3H3
HYI
MBTPS1
MGAT5
APMAP
ZNF493
ZNF248
NAPG
NARFL
PMM1
ZNF286B
STRIP1
SNX16
