genes
RAB3D
LMBR1L
NDUFA11
KLHL7
RP11-524C21.2
HCRT
MCM6
AKR1B1
ARPC1A
DNAJB6
DOK4
PTS
ST6GAL1
MIDN
VIPR2
CADPS
UCHL1
NOL4
L1CAM
MLTK
LINC00966
POU3F1
CD276
HNRNPA1L2
PARP6
RP11-316P17.2
SMARCC1
SLC9A4
CSNK1E
DAPK1
TP53BP2
RSRC1
ACTR10
KIAA0922
RAP1GDS1
WDR47
ATRX
CHD3
OST4
CHMP5
CMIP
TRIM36
RUNDC1
POU3F4
RSPRY1
ARL4C
COL9A3
SCAND1
HNRNPU
DCLK1
MT1F
RAPGEF3
BAZ1A
NEFM
BTBD10
AK3
WDR48
LAMTOR5
SCRT1
NUMB
CACNB3
ZNF254
NCKAP5L
RP11-277L2.5
FKBP3
LRCH1
C10orf118
RIMS3
PDCL3
CDK5
ZKSCAN1
MAPK6
TMSB15B
ARMCX6
CINP
ASCL1
NDUFA1
NBL1
CRYBG3
MTRF1L
CSDC2
NBR1
CTD-2555A7.2
SLC25A17
TOMM22
HIST1H2AC
RBBP4
MAD2L2
C11orf95
MYL6B
MTFR1
STXBP5L
KREMEN1
SVIL
GPD1
TCEB3
AUTS2
NCOA5
SCG2
RP11-351J23.1
CADM1
ST8SIA5
AMBN
RPS6KB2
SMARCB1
INPPL1
FAM115A
MATR3
LINC00662
DDX41
TBCA
MAPT
CDC42SE2
MXI1
SMCR5
POLR1D
UBR1
VAX1
MAP3K11
SECISBP2
FAM179B
RP11-673C5.2
ZC3H3
CCDC112
YIPF5
HIP1
RCOR2
ROBO2
PCGF2
DYNLRB1
LPAR2
TMEM259
CALCOCO1
INO80
C4orf48
PBRM1
C2orf76
ACAA1
GALK2
RP11-384F7.2
SLIT3
ARL8A
YLPM1
MKRN1
FRA10AC1
JUP
RP11-690G19.3
SERINC3
A1BG-AS1
PPP4R1
PAK7
PPP1R18
ZNF518B
USP42
PDPK1
JMJD1C
GTF2F2
UQCR11.1
CHGB
RNF146
PRKAB1
DPP3
TBC1D17
LHX1
HEMK1
KIDINS220
UBE2E2
TEAD2
SEMA6C
YTHDF3
KIF5A
SCAPER
HINFP
PLEKHA3
NELL2
TPGS1
RBM10
ARID2
CIR1
MAP4K4
SFSWAP
EPHA5
SNN
DDX49
MAD2L1BP
ITSN2
ANKMY2
UBE2O
RLIM
C14orf132
SAT2
FBXL20
HEBP2
Z98049.1
ARID1B
MRPL38
ZNF559
HSPA4
BECN1
DPF2
HRAS
TARS2
OGT
ARAP3
TFIP11
RAI2
CTBP1
FUBP3
DUSP12
PDE7A
MTX2
VPS37A
FARSB
NUMBL
FAM175A
RNPEP
IGSF8
FAM171A1
TRO
FDFT1
SNAPIN
MEX3A
RP11-345J4.5
CUL4B
ZNF529
CIAO1
CCDC84
BMPR2
VEZT
C17orf85
TRIM16
U2AF1L4
GTF3C3
PDDC1
RAD17
AGBL5
ZNF197
THRA
RNF113A
OSBPL2
C12orf57
PHF12
RNF13
PALM
PDCD10
TARSL2
RAP2B
TWF2
SMOX
YIPF6
LLPH
PTPN4
INTS4
MGA
MRPL32
CDC42EP3
HERC2
SH3RF1
DAAM1
IGF2BP3
ADAMTS7
PGAP1
GRAMD1A
SNAPC3
RNF219
UXT
FBXO11
BCL9
TTBK2
MCF2L
MBD6
GLG1
TYW1
ICT1
SUPT7L
C12orf49
SUN1
TRIM62
PIK3R3
DIABLO
LMO1
MYO18A
SGSM3
EPN1
TXN
PDCD6IP
WIPF2
SMG6
TBRG1
STRIP1
BRD3
MOB1B
DHX30
PEX11B
PPIL2
EYA2
QRICH1
SCRT2
SHISA5
B4GALT5
BCL7A
KPNA6
CLASP1
CDC42BPA
DFFA
PSMB6
RP11-220I1.1
ZMYM5
LINC00504
PCSK7
MAML1
IP6K2
MECP2
COX7B
GABARAPL2
ZNF697
PTPN23
RABEP1
RCE1
TP53INP2
SEC24C
REEP2
VHL
GTPBP8
MLXIP
NAA40
HERPUD2
ZNF821
RAB6A
KIAA0947
WNT7A
FSD1L
IQCJ-SCHIP1
MSRA
PET100
ZHX2
KIRREL3
EIF2B4
MED17
THOC6
ZNF593
DSCAML1
OSBPL8
CPLX2
ZNF581
EWSR1
RP11-349A22.5
ORC4
PTPN9
CLVS2
C5orf42
INO80B
CUX1
ZNF516
YTHDF2
CNOT6
AAK1
PDGFD
SSBP3
EIF4EBP1
BPHL
GBA2
PAN3
PSEN1
ST7
PIK3R2
BAP1
RARS2
METTL3
ZBTB2
RPL36AL
UBQLN2
EIF4B
KIF3A
PSMA7
APBA3
FAM89B
NAV3
RNF14
PPM1A
MTO1
ZNF286A
RTF1
GABRA2
SSBP4
MDH2
KLF12
ACPL2
COMMD9
ACTC1
MOGS
AGAP2-AS1
TBC1D7
ZNF48
B4GALT3
NANOS3
C16orf52
EZH1
CDKN2AIPNL
MBTD1
CEP95
EPCAM
ZDHHC12
PDE4D
TRUB1
UBA3
ATXN7L2
SOS2
PNRC1
ISG20L2
KIAA0895L
GLS
C11orf68
THOC1
ZNF75A
RFTN2
CPEB4
USP15
MAFB
RBX1
LRRC61
CRCP
CD200
NUDT10
C19orf12
ZNF605
MRPL53
ATPAF2
ALKBH3
RAB4A
KLHL12
C6orf203
TMEM35
SPAST
UBXN2B
ZFAND3
DPH7
ZNF124
SERP2
CCDC136
FEM1C
TXNL4A
VAC14
FIG4
LAMTOR2
MFSD11
MMADHC
STX2
C16orf72
KLHL24
CSGALNACT2
NKX2-1-AS1
AFTPH
JUND
PHKB
RP5-821D11.7
VPS51
LPPR3
FAM214B
CNOT2
VASH1
AMER3
DDX52
ESD
DBNL
DDX47
TCF3
SLC25A46
RCC2
COPB2
ADH5
UTP14A
TEN1
NAA25
WDR5B
BTBD1
PCDHB15
NAT9
MTMR9
BCAS2
TMOD2
MLH3
CIRH1A
MED9
SCAI
SLC33A1
KIAA0232
PTPRN2
FAM218A
DBNDD1
OS9
YME1L1
EIF4A2
DNAJC11
FBXO18
ALG14
DERL1
SCN3B
KDM6A
LEMD3
PRKAA1
CHST15
FOXRED1
C1orf63
RBBP5
GABPB2
UBTF
PRMT8
TMEM179
WDR26
PPA1
NDEL1
NUDCD1
NDUFAF4
PLK2
UBE2H
ABCD4
UBA6
CHN2
TTLL3
GRIA3
ADNP
ARHGAP18
PGBD1
PCMTD2
ARID1A
ROGDI
MYD88
NCAN
C7orf13
ATG4D
WDR20
HPCA
MMP14
AGPAT4
ADAR
ZBTB16
CRB1
SRRM3
PTPN12
RYBP
ANKS1A
DDX3X
ERCC2
CAPN6
SLAIN1
ARHGEF7
CTR9
SENP7
FTX
ZNF620
ALAS1
CDC42
FARP1
ZNF90
LBH
AC074289.1
MBTPS1
ZNF268
ZNF426
MRI1
LYPLA2
SYNJ2BP
TRMT1
ATP5A1
BPNT1
KLHDC2
MAP2K7
SESTD1
ARRDC3
BCAS3
DUSP26
FEM1B
FAM127A
GFM2
PEX26
CHGA
FBXO42
TMEM159
ACTL6B
GNAQ
EPB41L4A-AS1
ZXDC
ZNF781
MOCS3
BSDC1
ZBED1
EXD2
TRAPPC6B
ASCC2
AP4M1
MLN
USP24
KBTBD7
SCYL2
KIF2A
SENP8
EHMT1
ARMCX5
ATP2C1
CREB3L2
ZNF138
PRRC1
ONECUT2
BMS1
ZBTB22
BIRC2
NCBP1
FSIP2
MON1A
RNASEH1-AS1
SLC27A1
FAM134C
CCDC94
CCDC142
ZNF618
ANKIB1
ZNF160
TMEM178B
ATXN3
C11orf80
MGAT5B
TATDN3
ATP11C
BRPF3
PIGP
PCNX
TOLLIP
MSANTD3
PSME4
PWWP2B
ZNF664
SVOP
EIF4ENIF1
HSPB3
ZSCAN9
C22orf29
SLC38A9
RASL11B
RP11-159H10.3
ZNF764
ZNF32
ASPDH
BCL2L13
PARP16
DNAJC4
C2CD3
WDR44
C15orf57
CCDC97
NAT16
METTL14
PROSER1
BACH1
TTC27
KCNQ1OT1
DHRS11
INF2
FAM228B
WDR1
MEF2C
SNRK
TCF7
ANKRD10
FAM212B
BOD1L1
PCCB
IER3
ERO1LB
TATDN1
RP11-66N24.4
INO80D
NRXN2
COPA
CCDC58
RBM15B
CHMP4A
PHACTR4
GPALPP1
ZC2HC1A
HSF2
PAK1
EXOSC4
FAM200A
GPT2
TBC1D16
DHX38
CTPS2
COG8
SPHK2
ZNF586
ANKRD13B
PDCD11
SNRNP35
FOXJ3
GSK3B
USP22
ZFYVE16
ZMAT4
YAE1D1
TBC1D20
CYB5R1
PPP6R2
EPB41L5
DFNA5
CHML
UBTD2
MRPL33
PRR14L
FRAT1
UQCC1
DDB2
TMEM57
HMG20A
ZNF737
ZNF16
HARS
RP11-318A15.2
ZDHHC24
CCSER2
SLC39A13
TMEM136
FAM173A
ZNF730
ZFYVE1
FKBP1B
C6orf47
ZFAND2A
PLXNB2
THAP6
ZNF433
ATP8A1
IRF7
PRKD2
OSTM1
CRY2
FAM117B
DHX36
MPP3
CD55
MARCH2
EYA3
TEAD1
SEPT6
PPP3CB
FRG1B
CELF1
AC005618.6
AP5M1
HIST1H2AE
PAPSS1
ZNF174
ZBTB8OS
KIAA1841
CHD6
CTD-2186M15.3
RAB11FIP4
NF2
TRRAP
CSRNP3
NFIX
RAB39B
ZNF3
MAPK8IP2
RALGDS
ST8SIA2
ADCK5
ROBO1
PLEKHA2
ELF2
DDX24
PAN2
FASTKD5
FASTKD2
KDM4B
FKBP7
POLR1E
PWAR6
DCAF5
HDAC10
FBRSL1
MTA2
LINC00954
KRBOX4
CLCN7
INTS7
ZHX1
YIPF3
TRIM11
SUGP1
XPO4
OPTN
CCT6A
POLB
DNM1L
TSC1
HSPBP1
SOBP
HHAT
HNRNPU-AS1
USP4
TAF10
SSR2
ARPC1B
MBIP
LMBRD2
POMZP3
CRTC3
CAPZB
MTURN
SEZ6L2
SMARCC2
MIB1
ZNF280D
PRR3
BLVRA
MAGED2
DBR1
FPGS
CNOT8
C3orf17
SPOPL
ARL6IP6
AL591479.1
AMER2
TGFBR1
UTP11L
USO1
TDP2
KLHL2
VANGL2
ZNF19
RABGAP1L
YPEL5
PCDHB3
ARG2
KIAA1468
FKBP15
PEX16
ATP6V0D1
FGF9
KCNN1
PRPF40B
ZZEF1
HEXIM1
NGRN
ERMARD
MTHFR
NDUFA7.1
MED12L
ATG7
SMURF2
WSB2
ZNF14
ASAP1
KBTBD3
RHOF
INTS1
PROCA1
PANK2
SLC37A3
IGF2BP1
NME1-NME2
FAM222A
RP11-88H9.2
ZNF93
ASB8
MARCH5
LRRC47
ADRBK1
BRMS1
PBX3
CERK
RAB5B
C21orf91
TMEM242
GFOD2
RP4-798A10.7
LRCH2
NSUN4
ZNF430
RP11-196G18.24
RP11-119B16.2
COQ10B
RUSC1
WWP2
RNF150
NHP2
ARL9
RP11-169K16.9
CNDP2
SEC24B
PRKCZ
EXOC1
AC004069.2
ZFAND6
TRNAU1AP
HIST1H2BD
NSUN2
DGCR5
RNF103
KDM2A
FAM168B
ZNF300
KCNQ2
URGCP
ZNF519
RPUSD1
STAT5B
AGAP3
RBM12
SIAH1
ATP5C1
RPUSD2
RP11-212P7.2
WNT5B
MEIS3
RP11-353N4.1
TRAPPC2
MYO19
SAMD14
MTSS1
PCGF3
ANKRD50
MSMO1
RP11-430H10.1
DMTF1
ANAPC15
LRFN4
AL132709.8
MAU2
C18orf8
RIOK3
PRDM2
GPR153
PIAS4
RRN3
COX6A1P2
ZNF776
DCAF6
ZNF91
MEF2BNB
RP3-508I15.9
PDCD2L
PPME1
KDM1A
RP5-1024C24.1
MRAS
MYCBP2
WDR55
GOLGA4
RNF19A
ADAT1
LRP12
PHKA2
SNRNP27
ATF7IP2
CLIC4
RAB4B
ORAOV1
IPO13
SYAP1
SETD5-AS1
IKZF5
IGSF3
HDAC9
MMS19
LINC01003
UHMK1
SMPD3
CCDC92
UBE2D1
NCOA2
RGP1
ZNF224
ERICH1
UBE2R2
RBM6
TBC1D24
SERINC2
PSMA6
CIAPIN1
MTIF3
IGBP1
PDP1
STXBP1
MYOZ3
VWCE
PYROXD1
RPS6KC1
SLU7
ZFP14
MOB3A
CEP68
DGCR8
CACFD1
CBX6
APLP1
ZNF461
RP5-1085F17.3
LINC00926
ZBED5-AS1
KLC2
UBE2F
ITFG2
ICK
EXOC7
RNF24
CORO1B
BCL10
HIPK2
NCKIPSD
TMEM39B
CTD-3195I5.1
EVI5L
LINC00205
MKNK1
TM7SF2
TOP3A
ENTPD4
RNASEK
IGF2R
ZNF205
RANBP6
GZF1
ZUFSP
SLC29A3
DCTN5
GAB2
RNF123
ARIH1
PTP4A3
MRTO4
RNF111
CTD-2267D19.2
AVL9
PCBD1
ZDHHC15
TAF1C
KMT2C
FASTKD3
ZNF25
ATP6V0A1
TNFAIP1
HARBI1
AP3S2
NDUFS2
FBXL15
RP11-58B17.2
GLTSCR1
MACF1
METAP1D
PHF21A
EXO5
MAF
INTS9
C1orf131
TBK1
RP11-297N6.4
TMEM91
HTT
AP001816.1
PDLIM1
SWSAP1
IDS
KCTD1
NSG2
CXorf40A
SLC4A1AP
AL590822.1
TMEM181
ZMYND8
HCN3
COMMD3
VPS33B
GUK1
SARS2
DNAJB5
FAM171A2
FAM110A
CTNNBL1
ZNF587
KDM3A
SETDB1
AKR1C2
TRIM8
PIN4
PDXDC1
DDX6
AHSG
C19orf47
PHYKPL
SETDB2
CUX2
RNF170
ZNF606
PPP3CC
LONP2
ARHGAP32
POLD4
RAB11B
NKIRAS2
CXorf38
PTBP3
AFF3
ZNF43
SYCE1L
CENPB
SGCB
OSGEPL1
ANKRD13D
ERCC3
SEC63
VPS11
GTF2IRD2B
ME3
MMP24-AS1
C8orf31
SCHIP1
MPHOSPH10
ESRRA
ZNF510
RP11-473I1.5
ZFP1
GALT
LIG3
TSTD2
SNX29
ZBTB18
A1BG
HUS1
VGLL4
TRAPPC9
MAD1L1
ZNF775
SPATS2
ZNF527
HNRNPH1
PGK1
RAP2C
CAMSAP1
WNK2
MYADM
NDUFV3
UFC1
C17orf51
NPIPB5
ZNF181
LINC00115
KDM4A
FAM134B
TRAK1
RBM4B
RP1-3J17.3
FANCE
KIF3C
ZNF28
TMEM161B-AS1
FAM221A
MED23
XKR7
ZNF765
L3MBTL3
RP3-399L15.3
MIR181A1HG
ACSF3
MAP6
REC8
ACD
SCRN3
SIK1
SLC25A12
RP11-111F5.4
CLK1
PCNXL2
SMIM18
LOXL3
SNAP47
ZC3H18
CNN2
UBE2Q2
SYT17
SPATA5L1
TET2
VPS18
RP11-37C7.3
GANC
FHL2
RP11-166B2.1
SEMA4C
MAP1LC3A
DCP1A
ZNF445
NECAP1
AC002310.12
GDAP1
UBE2V1
RP11-1407O15.2
VILL
NAB2
ACOX3
MFSD12
HEXDC
ZNF844
CCAR2
ZNF528
ATP6V1D
ATF7
RING1
METTL12
LAMA5
NCOR2
PIK3R4
SYT14
CELSR3
AC009948.5
PARG
RFFL
WBP2
NCOA7
TRAPPC10
RNF44
SMARCAD1
GLUL
FAM98A
OGFR
ZNF786
ZNF285
DYNC1LI1
KCNH7
SLC48A1
PPCS
DACH2
CYYR1
ZSCAN16
UBN2
CCSER1
P4HA3
ZNF582
NLK
PLEKHG5
RP5-1057J7.6
MED24
PLEKHM1
HIST2H2BE
ZNF573
ARL15
PTPRS
PTPN21
ZNF793
EXOC2
USP38
RPS17L
ST6GALNAC5
FASTKD1
AGTPBP1
MTMR7
RP1-241P17.4
ACTN2
ZNF598
GPR107
STAT2
PURG
PELI1
NDUFAF1
SRP54
FLYWCH1
FNIP2
ZNF496
FAM207A
LEPRE1
ZNF720
SPG21
FAM107B
DHX34
CRBN
TTC31
PCDHB2
LSS
TRMT44
VRK2
CAMKV
SLC35E2
RBM33
NPB
WDR24
LINC00685
RP11-927P21.1
SOX8
FAM160B2
DUSP11
GRIA4
SH3PXD2A
DYNC1LI2
MAPK8IP3
C20orf112
ZNF836
TMEM160
MARCH9
RINT1
HPS5
LINC00877
ZNF883
ZNF100
URM1
PRR14
C22orf46
IKZF4
CCDC126
FBXO31
VTI1A
SNAP29
GDI2
RP11-282O18.3
MCM7
ZNF317
RPP25
AC027307.3
DLG3
TLDC1
NDFIP2
AC005614.3
FAM212B-AS1
STRIP2
ZNF563
ZNF383
TINF2
CDH7
RIC8B
AP000692.10
RRAGB
COX18
UBE2G2
RPA3-AS1
TSC22D3
SOGA3
KANSL1
ARHGEF17
C5orf54
RAPGEF1
UBAP2L
RP11-159G9.5
ZBTB37
CTA-204B4.2
UNC13B
NCOA4
FUNDC1
STX8
LINC01116
FAM219B
MCM3AP-AS1
ZNF623
SLA
PXDN
ZNF607
MAP1LC3B2
MARCH6
RP11-111M22.2
LIPE-AS1
ARPC4
ZBED5
KLF8
ACAP3
REEP1
CA5B
NEMF
CRADD
CASP2
MRPL47
TRA2A
ADAMTS10
ABL2
MRPS5
ZNF852
PGS1
STX7
LETM1
PDYN
STX6
PTPN1
OGG1
TET3
ACO2
CCDC90B
ZMYM2
KBTBD11-OT1
ZNF23
TIMM50
WBP1
VIPAS39
MTERF
ZNF260
SH3BP5L
TRMT6
PPP3R1
UBE2Q1
MSH6
NXPH1
C1orf50
MAP1LC3B
SLC37A1
AARSD1
TLE3
ZKSCAN4
THOC5
THBS3
ATXN1L
USP27X-AS1
DGKZ
GPR56
TMEM87B
EDIL3
ABCB7
PCDHB14
ZFHX2
C19orf54
FAM126B
PDP2
TIPIN
USE1
GPR82
ZSWIM8
SLC25A24
ST6GAL2
SERF1A
MAPK4
NT5C3B
LCOR
CELF5
ZFP90
PTBP2
ZNF256
PGBD5
FBXW8
VPS37D
ZNF484
GABARAPL1
UBE2N
PXDC1
CAPRIN1
CDK5R2
ATP5SL
MLX
CBLB
ENAH
DEDD2
PIK3C3
ZBTB1
CSRP1
SLC29A4
EML5
UBE4B
ZNF92
SHPK.1
SIRT7
ATP6V1A
LZTS2
LINC00865
WSB1
NMRK1
AKT1
KDM1B
RP11-175O19.4
TRIM16L
LYPLA1
DYRK1B
ZNF746
TIPARP
RAD52
TBC1D25
KIF5C
CAMKK2
AC084219.4
BOLA2B
RP11-75C9.1
MAML2
ZSCAN25
C7orf43
MYT1L
INTS8
ZNF18
RASAL2-AS1
ZNF354A
ZXDA
ZNF845
FOXK2
CAPN5
RP11-140K17.3
MRPS24
AC011043.1
ASB16-AS1
CCDC149
DHRS7
ZNF263
WDR18
DIRAS1
RAI1
SLC25A16
ZNF20
GNAI2
PUM1
CREB1
RP11-433J8.1
PDGFC
RNF11
LIMK2
NEAT1
UBFD1
IKBKB
ZNF780B
ETFB
POLK
FLNC
ZNF468
PDE10A
KIAA1522
NVL
DLEU2L
ZNF579
PFKM
MUM1
E2F2
ZC3H7B
ANKRD49
SEC24A
VASH2
TOMM40L
PPP1R3E
RP11-391M1.4
MAP10
DDX20
SNURF.1
PVRL1
